1;1;-5;4;;;64236;158323;139684;;2161;55397;238796;906217;13;473;52231;238801;814532;84246;;391;;;3911;233537
1;2;8;-3;;;6425;158469;139689;;2161;55455;23880;906178;13;4723;52242;238803;815285;84403;;392;;;3899;234491
1;3;-14;-2;;;64218;158235;140561;;2161;55443;238803;907023;13;4722;52203;23880;815017;83901;;391;;;3885;233669
1;4;-2;1;;;64292;158561;139227;;2161;55521;23880;906457;13;4724;52249;238808;814656;83878;;392;;;3896;232951
1;5;16;0;;;64168;158863;139765;;2161;55474;238804;907614;13;4715;52258;238803;81478;83869;;392;;;3914;234583
1;6;11;-5;;;64224;158409;140001;;2161;55475;23880;907498;13;4707;52242;238802;814492;84152;;393;;;3892;234281
1;7;-38;2;;;64258;158561;140109;;2161;55458;238804;907465;13;4738;52246;238802;814705;83842;;391;;;3884;234087
1;8;-7;-5;;;64232;158832;139708;;216;55485;238806;906354;13;4731;5221;238797;815734;8419;;391;;;3905;23459
1;9;-26;0;;;64164;158781;140651;;2161;55413;238804;90672;13;4731;52183;238801;81472;84091;;392;;;3899;234693
1;10;19;-2;;;64242;158739;140225;;2161;55478;238799;907004;13;4735;52196;238799;815286;83987;;391;;;3894;234781
1;11;26;-2;;;64228;158238;139188;;2161;5543;238801;906824;13;4735;52223;238803;814453;84235;;392;;;3897;234127
1;12;-36;-4;;;64188;158324;139774;;216;55435;238804;907526;13;4726;52213;238798;814904;8359;;392;;;3909;23366
1;13;-11;1;;;64192;158968;139555;;2161;55452;238798;906653;13;4714;52206;238802;815188;83821;;391;;;3904;234273
1;14;9;1;;;64266;158729;14009;;2161;55517;238802;906734;13;4728;52254;238797;814813;84277;;390;;;3903;23386
1;15;-5;4;;;64234;15808;13965;;2161;55396;238795;906989;13;4729;52272;23880;815063;84007;;390;;;3902;234556
1;16;24;3;;;64168;158732;139549;;216;55382;238802;907114;13;4714;52228;238798;81475;84197;;391;;;3896;233717
1;17;-19;1;;;6419;159112;139508;;2161;55506;23880;906074;13;470;52198;238793;815466;83761;;393;;;3904;233718
1;18;-36;2;;;64239;157896;140224;;2161;55421;238797;907587;13;472;5222;238801;815119;84205;;392;;;3912;235448
1;19;-1;0;;;6423;158404;139885;;2161;55459;238798;907441;13;4716;52204;238798;815465;83727;;391;;;3901;23408
1;20;-28;4;;;64226;157965;139559;;2161;55449;238797;907128;13;4716;52302;238803;814624;84252;;391;;;3887;234903
1;21;1;-2;;;64262;159018;139801;;2161;5540;238799;907466;13;4726;52277;238801;814833;8422;;391;;;3892;235088
1;22;11;4;;;64213;158621;139707;;2161;55451;238798;907572;13;4732;52268;238803;81523;84134;;392;;;3902;233533
1;23;-57;-1;;;64205;158603;139401;;2161;55436;238799;906845;13;4717;52182;238803;815347;83946;;391;;;3906;234476
1;24;57;2;;;64202;158513;139481;;2161;55439;238796;907251;13;4741;52259;238802;815484;84162;;391;;;3907;234648
1;25;-9;-4;;;64193;158682;140662;;2161;55381;238799;90761;13;4731;52208;238804;81545;83952;;391;;;3885;233842
1;26;9;-1;;;64237;158526;139877;;216;55479;238798;906537;13;4728;52206;238802;815015;83937;;392;;;3893;233681
1;27;5;-1;;;64212;158277;140016;;2161;55418;238798;906521;13;4733;52208;238803;814877;84132;;390;;;3906;233763
1;28;-6;4;;;64301;15784;140024;;2161;55466;238799;905581;13;4717;52219;238804;814912;84243;;391;;;3902;234666
1;29;-12;-1;;;64204;15875;139305;;2161;5541;238797;906818;13;4722;52181;238801;815395;84001;;393;;;3904;234538
1;30;-16;-4;;;64253;158699;139667;;216;55478;238803;906892;13;4734;52245;238797;814955;84513;;392;;;3912;234103
1;31;-4;1;;;64232;158613;139747;;2161;55371;238795;906381;13;4724;52235;238801;815074;83766;;390;;;392;234302
1;32;18;-5;;;64211;15877;139244;;2161;55528;238803;906615;13;4717;52272;238796;815157;84155;;391;;;3902;233631
1;33;26;-3;;;64249;157954;139994;;2161;5542;23880;905984;13;4727;52195;23880;81547;84126;;392;;;3916;234065
1;34;-24;-2;;;64221;158642;140341;;2161;55428;238796;906803;13;4747;52203;238802;81466;84218;;391;;;3902;234787
1;35;-55;3;;;6418;159074;139633;;2161;55375;238803;906969;13;4755;52209;238802;814897;84268;;392;;;389;232894
1;36;12;-4;;;64245;158186;139589;;2161;55485;238802;906731;13;4732;52222;238803;814641;84141;;393;;;3891;235297
1;37;-4;-1;;;64206;158899;139698;;2161;55482;238795;907355;13;4733;52258;238802;815159;83305;;393;;;3903;234539
1;38;4;-4;;;64249;158871;140157;;2161;55503;238801;907177;13;473;52262;238798;814872;83718;;392;;;3883;234252
1;39;65;0;;;6416;157879;140048;;2161;55431;238802;907451;13;4719;52226;238799;815539;84005;;392;;;3891;233543
1;40;7;-2;;;64222;15839;139526;;2161;55451;238796;906977;13;4724;52247;238802;815031;83948;;394;;;3894;234083
1;41;-14;-2;;;64196;158254;140072;;216;55461;238797;907256;13;4732;52245;238797;815132;83559;;392;;;3907;233239
1;42;18;-2;;;64206;158471;140321;;2161;55431;23880;907168;13;4726;5222;238797;81487;84148;;392;;;3886;234382
1;43;9;4;;;64271;158149;139938;;2161;55396;238796;907252;13;471;52242;238798;814475;84327;;392;;;3914;234357
1;44;2;1;;;64269;158554;140766;;2161;55285;238799;90681;13;4726;52278;238794;81499;84334;;389;;;3917;233515
1;45;19;1;;;64256;158423;140795;;2161;55423;238796;906698;13;4717;52256;238798;815301;84343;;391;;;3901;233131
